[6, 1372] ['整租·凤凰印象 1室1厅 西南', '罗湖区-螺岭-凤凰印象', '43.72', '1', 3900, 3900]
[17623, 17628] ['独栋·金地草莓社区 民治天虹旗舰店 无中介阳台大单间 开间', nan, '16.00-21.00', '1', 1650, 1650]
[17624, 17628] ['独栋·金地草莓社区 平台热推公寓 押一付一拥夏栀大单间 开间', nan, '16.00-21.00', '1', 1650, 1650]
[17625, 17628] ['独栋·金地草莓社区 民治天虹旗舰店 情侣居家大单间 开间', nan, '16.00-21.00', '1', 1650, 1650]
[17654, 17661] ['整租·壹成中心第三区 4室2厅 东南', '龙华区-龙华中心-壹成中心第三区', '118.06', '4', 9000, 9000]
[17654, 17699] ['整租·壹成中心第三区 4室2厅 东南', '龙华区-龙华中心-壹成中心第三区', '118.06', '4', 9000, 9000]
[17656, 17660] ['整租·日出印象一期 3室1厅 南', '龙华区-红山-日出印象一期', '112.44', '3', 5700, 5700]
[17656, 17697] ['整租·日出印象一期 3室1厅 南', '龙华区-红山-日出印象一期', '112.44', '3', 5700, 5700]
[17657, 17660] ['整租·新彩苑 3室1厅 南', '龙华区-梅林关-新彩苑', '51.34', '3', 5300, 5300]
[17658, 17691] ['整租·星河盛世花园 1室0厅 东/东南/南/西南/西/西北/北/东北', '龙华区-梅林关-星河盛世花园', '51.51', '1', 4150, 4150]
[17659, 17694] ['整租·锦绣江南四期 1室1厅 东北', '龙华区-龙华新区-锦绣江南四期', '45.65', '1', 3200, 3200]
[17668, 17688] ['整租·新彩苑 1室1厅 复式 东南', '龙华区-梅林关-新彩苑', '38.20', '1', 4480, 4480]
[17679, 17689] ['整租·特发和平里 1室1厅 东南', '龙华区-上塘-特发和平里', '46.99', '1', 4100, 4100]
[17680, 17685] ['整租·龙光玖钻 2室1厅 复式 南', '龙华区-红山-龙光玖钻', '37.82', '2', 4500, 4500]
[17681, 17685] ['整租·龙光玖钻 2室1厅 复式 南', '龙华区-红山-龙光玖钻', '39.71', '2', 4300, 4300]
[17682, 17685] ['整租·良基商业大厦 1室1厅 东南', '龙华区-龙华中心-良基商业大厦', '38.00', '1', 2600, 2600]
[17694, 17748] ['整租·壹成中心璞誉府 3室2厅 东南', '龙华区-龙华中心-壹成中心璞誉府', '89.12', '3', 8000, 8000]
[17695, 17752] ['整租·龙华金茂府 4室2厅 东南', '龙华区-上塘-龙华金茂府', '184.83', '4', 25000, 25000]
[17696, 17752] ['整租·龙华金茂府 4室2厅 东南', '龙华区-上塘-龙华金茂府', '184.13', '4', 21000, 21000]
[17698, 17781] ['独栋·窝趣轻社区 观澜中心花园公寓 温馨一房一厅 1室1厅', nan, '30.00-35.00', '1', 1080, 1080]
[17702, 17761] ['独栋·窝趣轻社区 观澜中心花园公寓 阳光阳台大床房 1室1厅', nan, '25.00-35.00', '1', 730, 1200]
[17799, 17829] ['独栋·天下e家 龙塘新村1号店 标准单间，上塘地铁站 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1150, 1200]
[17800, 17829] ['独栋·天下e家 松仔园1栋 近期特价地铁旁房有限 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1100, 1200]
[17801, 17829] ['独栋·天下e家 澳门新村90号店 本月特价 温馨大单间 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1680, 1680]
[17802, 17829] ['独栋·天下e家 澳门新村90号店 精装单间采光好 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1680, 1680]
[17803, 17829] ['独栋·天下e家 澳门新村90号店 大单间视野好特价房 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 2180, 2180]
[17804, 17829] ['独栋·天下e家 澳门新村91号店 可短租押一付一特价房 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1580, 1680]
[17805, 17829] ['独栋·天下e家 澳门新村91号店 特价单间押一可短租 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1500, 1680]
[17809, 17821] ['独栋·天下e家 澳门新村96号店 大单间特价房 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1580, 1680]
[17810, 17821] ['独栋·天下e家 澳门新村91号店 大单间采光好押一付一 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1700, 1880]
[17811, 17821] ['独栋·天下e家 澳门新村91号店 地铁旁特价房可押一 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1580, 1680]
[17812, 17821] ['独栋·天下e家 澳门新村91号店 地铁旁精装入住 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1580, 1680]
[17813, 17821] ['独栋·天下e家 澳门新村96号店 精装修入住温馨居住 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1580, 1600]
[17814, 17821] ['独栋·天下e家 澳门新村96号店 温馨居住地铁旁 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 2000, 2080]
[17815, 17821] ['独栋·天下e家 澳门新村91号店 特价一房一厅 采光好 1室1厅', '龙华区-梅林关-新彩苑', '51.30', '3', 2980, 3080]
[17816, 17821] ['独栋·天下e家 白石龙17号店 白石龙温馨单间视野好 开间', '龙华区-梅林关-新彩苑', '51.30', '3', 1750, 1750]
[17821, 18279] ['整租·奥园峯荟 2室2厅 南', '光明区-公明-奥园峯荟', '54.00', '2', 2800, 2800]
[17825, 18150] ['整租·秋园雅苑 3室2厅 南/北', '光明区-公明-秋园雅苑', '90.00', '3', 2600, 2600]
[17827, 18117] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '23.00', '1', 2300, 2300]
[17827, 18182] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '23.00', '1', 2300, 2300]
[17827, 18246] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '23.00', '1', 2300, 2300]
[17831, 18401] ['整租·光明峰荟 3室2厅 南', '光明区-公明-光明峰荟', '90.00', '3', 4200, 4200]
[17833, 18323] ['整租·龙光玖龙台 3室2厅 南', '光明区-公明-龙光玖龙台', '89.26', '3', 6000, 6000]
[17837, 18416] ['整租·新地中央 2室2厅 东北', '光明区-公明-新地中央', '73.00', '2', 4000, 4000]
[17849, 18369] ['整租·南太云创谷园区 1室0厅 南', '光明区-公明-南太云创谷园区', '35.00', '1', 2600, 2600]
[17857, 18195] ['整租·奥园峯荟 2室1厅 东南', '光明区-公明-奥园峯荟', '54.00', '2', 2700, 2700]
[17861, 18494] ['整租·玺云著花园 3室2厅 东南', '光明区-公明-玺云著花园', '89.00', '3', 5000, 5000]
[17865, 18468] ['整租·中粮云景国际 3室2厅 东南', '光明区-公明-中粮云景国际', '89.00', '3', 4700, 4700]
[17866, 18136] ['整租·奥园峯荟 2室2厅 复式 南', '光明区-公明-奥园峯荟', '56.00', '2', 2400, 2400]
[17866, 18151] ['整租·奥园峯荟 2室2厅 复式 南', '光明区-公明-奥园峯荟', '56.00', '2', 2400, 2400]
[17867, 18432] ['整租·正兆景嘉园 3室2厅 南', '光明区-公明-正兆景嘉园', '89.00', '3', 4200, 4200]
[17870, 18242] ['整租·红星创智广场 1室1厅 西南', '光明区-公明-红星创智广场', '23.00', '1', 2000, 2000]
[17873, 17881] ['整租·龙光玖龙台 3室1厅 东南', '光明区-公明-龙光玖龙台', '58.00', '3', 5500, 5500]
[17873, 18185] ['整租·龙光玖龙台 3室1厅 东南', '光明区-公明-龙光玖龙台', '58.00', '3', 5500, 5500]
[17875, 17882] ['整租·龙光玖龙台 2室1厅 复式 南', '光明区-公明-龙光玖龙台', '42.68', '2', 4000, 4000]
[17875, 18122] ['整租·龙光玖龙台 2室1厅 复式 南', '光明区-公明-龙光玖龙台', '42.68', '2', 4000, 4000]
[17877, 17883] ['整租·奥园峯荟 2室2厅 南', '光明区-公明-奥园峯荟', '53.00', '2', 2800, 2800]
[17877, 18103] ['整租·奥园峯荟 2室2厅 南', '光明区-公明-奥园峯荟', '53.00', '2', 2800, 2800]
[17879, 17884] ['整租·宏发嘉域 4室2厅 西南', '光明区-公明-宏发嘉域', '88.00', '4', 4700, 4700]
[17879, 18133] ['整租·宏发嘉域 4室2厅 西南', '光明区-公明-宏发嘉域', '88.00', '4', 4700, 4700]
[17879, 18218] ['整租·宏发嘉域 4室2厅 西南', '光明区-公明-宏发嘉域', '88.00', '4', 4700, 4700]
[17887, 18364] ['整租·龙光玖龙台 2室1厅 北', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17891, 18120] ['整租·龙光玖龙台 5室2厅 南', '光明区-公明-龙光玖龙台', '142.92', '5', 10000, 10000]
[17893, 18420] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 3800, 3800]
[17897, 18351] ['整租·中粮云景国际 4室2厅 南', '光明区-公明-中粮云景国际', '125.00', '4', 5900, 5900]
[17899, 18352] ['整租·璟悦轩小巨蛋 3室2厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3300, 3300]
[17901, 18352] ['整租·龙光玖龙台 2室1厅 东', '光明区-公明-龙光玖龙台', '58.00', '2', 2000, 2000]
[17905, 18122] ['整租·中粮云景广场 2室1厅 南', '光明区-公明-中粮云景广场', '47.00', '2', 3200, 3200]
[17909, 18043] ['整租·中粮云景广场 1室1厅 东', '光明区-公明-中粮云景广场', '48.23', '1', 2800, 2800]
[17909, 18220] ['整租·中粮云景广场 1室1厅 东', '光明区-公明-中粮云景广场', '48.23', '1', 2800, 2800]
[17911, 18084] ['整租·光明1号 1室1厅 西北', '光明区-公明-光明1号', '47.00', '1', 2500, 2500]
[17911, 18242] ['整租·光明1号 1室1厅 西北', '光明区-公明-光明1号', '47.00', '1', 2500, 2500]
[17911, 18322] ['整租·光明1号 1室1厅 西北', '光明区-公明-光明1号', '47.00', '1', 2500, 2500]
[17913, 18098] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2800, 2800]
[17915, 18367] ['整租·璟悦轩小巨蛋 3室1厅 南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2400, 2400]
[17917, 18235] ['整租·中粮云景广场 1室0厅 北', '光明区-公明-中粮云景广场', '60.00', '1', 1800, 1800]
[17922, 18417] ['整租·中粮云景广场 2室1厅 复式 南', '光明区-公明-中粮云景广场', '44.00', '2', 3000, 3000]
[17926, 18210] ['整租·奥园峯荟 1室1厅 南', '光明区-公明-奥园峯荟', '42.00', '1', 2300, 2300]
[17927, 18218] ['整租·乐府广场 1室1厅 东南', '光明区-公明-乐府广场', '37.00', '1', 3500, 3500]
[17929, 18020] ['整租·乐府广场 1室1厅 南', '光明区-公明-乐府广场', '47.00', '1', 3500, 3500]
[17929, 18243] ['整租·乐府广场 1室1厅 南', '光明区-公明-乐府广场', '47.00', '1', 3500, 3500]
[17933, 17937] ['整租·中粮云景广场 1室2厅 东南', '光明区-公明-中粮云景广场', '43.00', '1', 2500, 2500]
[17933, 18116] ['整租·中粮云景广场 1室2厅 东南', '光明区-公明-中粮云景广场', '43.00', '1', 2500, 2500]
[17935, 17938] ['整租·璟悦轩小巨蛋 3室2厅 东', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2300, 2300]
[17935, 18127] ['整租·璟悦轩小巨蛋 3室2厅 东', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2300, 2300]
[17941, 18370] ['整租·龙光玖龙台 1室1厅 西北', '光明区-公明-龙光玖龙台', '42.00', '1', 2700, 2700]
[17943, 17966] ['整租·中粮云景广场 2室2厅 东南', '光明区-公明-中粮云景广场', '60.00', '2', 4500, 4500]
[17943, 18260] ['整租·中粮云景广场 2室2厅 东南', '光明区-公明-中粮云景广场', '60.00', '2', 4500, 4500]
[17945, 17980] ['整租·龙光玖龙台 3室2厅 东南', '光明区-公明-龙光玖龙台', '65.00', '3', 5500, 5500]
[17947, 17980] ['整租·龙光玖龙台 1室1厅 东南', '光明区-公明-龙光玖龙台', '60.00', '1', 5500, 5500]
[17949, 17966] ['整租·益田假日府邸 3室2厅 南', '光明区-公明-益田假日府邸', '79.00', '3', 4500, 4500]
[17950, 17979] ['整租·天汇时代花园一期 2室1厅 东南', '光明区-公明-天汇时代花园一期', '64.90', '2', 4200, 4200]
[17950, 18097] ['整租·天汇时代花园一期 2室1厅 东南', '光明区-公明-天汇时代花园一期', '64.90', '2', 4200, 4200]
[17951, 17981] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17951, 18027] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17951, 18096] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17951, 18134] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17951, 18208] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17954, 18097] ['整租·宏汇阁 3室2厅 南', '光明区-公明-宏汇阁', '104.00', '3', 3600, 3600]
[17954, 18209] ['整租·宏汇阁 3室2厅 南', '光明区-公明-宏汇阁', '104.00', '3', 3600, 3600]
[17955, 18098] ['整租·深房传麒山东区 4室1厅 南/北', '光明区-公明-深房传麒山东区', '154.00', '4', 7000, 7000]
[17955, 18209] ['整租·深房传麒山东区 4室1厅 南/北', '光明区-公明-深房传麒山东区', '154.00', '4', 7000, 7000]
[17955, 18281] ['整租·深房传麒山东区 4室1厅 南/北', '光明区-公明-深房传麒山东区', '154.00', '4', 7000, 7000]
[17957, 17974] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2700, 2700]
[17957, 18082] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2700, 2700]
[17957, 18085] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2700, 2700]
[17957, 18206] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2700, 2700]
[17957, 18277] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2700, 2700]
[17961, 17976] ['整租·中粮云景广场 2室0厅 西', '光明区-公明-中粮云景广场', '89.00', '2', 6000, 6000]
[17961, 18205] ['整租·中粮云景广场 2室0厅 西', '光明区-公明-中粮云景广场', '89.00', '2', 6000, 6000]
[17963, 18279] ['整租·乐府广场 1室1厅 东北', '光明区-公明-乐府广场', '48.00', '1', 3800, 3800]
[17965, 18011] ['整租·益田假日府邸 2室1厅 南', '光明区-公明-益田假日府邸', '62.00', '2', 2800, 2800]
[17965, 18088] ['整租·益田假日府邸 2室1厅 南', '光明区-公明-益田假日府邸', '62.00', '2', 2800, 2800]
[17965, 18217] ['整租·益田假日府邸 2室1厅 南', '光明区-公明-益田假日府邸', '62.00', '2', 2800, 2800]
[17966, 18142] ['整租·奥园峯荟 2室1厅 复式 东南', '光明区-公明-奥园峯荟', '53.00', '2', 2800, 2800]
[17966, 18236] ['整租·奥园峯荟 2室1厅 复式 东南', '光明区-公明-奥园峯荟', '53.00', '2', 2800, 2800]
[17968, 18198] ['整租·璟悦轩小巨蛋 3室2厅 南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3700, 3700]
[17969, 17975] ['整租·璟悦轩小巨蛋 3室1厅 东北', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2800, 2800]
[17969, 18197] ['整租·璟悦轩小巨蛋 3室1厅 东北', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 2800, 2800]
[17971, 18007] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18075] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18076] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18087] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18194] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18205] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17971, 18260] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '49.00', '3', 3000, 3000]
[17972, 17984] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 3000, 3000]
[17972, 18260] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 3000, 3000]
[17972, 18275] ['整租·璟悦轩小巨蛋 3室1厅 东南', '光明区-公明-璟悦轩小巨蛋', '38.00', '3', 3000, 3000]
[17973, 18140] ['整租·龙光玖龙台 2室2厅 东', '光明区-公明-龙光玖龙台', '43.00', '2', 3600, 3600]
[17973, 18258] ['整租·龙光玖龙台 2室2厅 东', '光明区-公明-龙光玖龙台', '43.00', '2', 3600, 3600]
[17974, 18141] ['整租·光明峰荟 1室0厅 南', '光明区-公明-光明峰荟', '30.00', '1', 1800, 1800]
[17974, 18274] ['整租·光明峰荟 1室0厅 南', '光明区-公明-光明峰荟', '30.00', '1', 1800, 1800]
[17975, 18083] ['整租·龙光玖龙台 2室1厅 东南', '光明区-公明-龙光玖龙台', '72.00', '2', 4500, 4500]
[17977, 18083] ['整租·益田假日府邸 2室2厅 南', '光明区-公明-益田假日府邸', '60.00', '2', 4000, 4000]
[17978, 18326] ['整租·奥园峯荟 1室1厅 东南/南', '光明区-公明-奥园峯荟', '42.00', '1', 2400, 2400]
[17979, 18098] ['整租·深房传麒山西区 3室2厅 东南', '光明区-公明-深房传麒山西区', '82.00', '3', 5800, 5800]
[17980, 18034] ['整租·龙光玖龙台 1室1厅 南', '光明区-公明-龙光玖龙台', '62.00', '1', 3000, 3000]
[17982, 18268] ['整租·时间谷创意大厦 3室2厅 东南', '光明区-公明-时间谷创意大厦', '58.00', '3', 4000, 4000]
[17985, 18227] ['整租·龙光玖龙台 3室2厅 东南', '光明区-公明-龙光玖龙台', '65.00', '3', 6900, 6900]
[17986, 18163] ['整租·光明1号 1室1厅 东南', '光明区-公明-光明1号', '47.00', '1', 2500, 2500]
[17987, 18227] ['整租·光明1号 3室2厅 西南', '光明区-公明-光明1号', '89.00', '3', 4800, 4800]
[17988, 18064] ['整租·龙光玖龙台 2室2厅 南/西北', '光明区-公明-龙光玖龙台', '43.00', '2', 3800, 3800]
[17989, 18012] ['整租·龙光玖龙台 2室1厅 复式 南/西北', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17989, 18227] ['整租·龙光玖龙台 2室1厅 复式 南/西北', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
[17991, 18157] ['整租·碧桂园星荟 2室1厅 南', '光明区-公明-碧桂园星荟', '42.53', '2', 3000, 3000]
[17991, 18252] ['整租·碧桂园星荟 2室1厅 南', '光明区-公明-碧桂园星荟', '42.53', '2', 3000, 3000]
[17992, 18188] ['整租·天汇时代花园一期 4室2厅 南', '光明区-公明-天汇时代花园一期', '88.00', '4', 4500, 4500]
[17993, 18187] ['整租·益田假日府邸 1室1厅 南', '光明区-公明-益田假日府邸', '46.00', '1', 2300, 2300]
[17993, 18250] ['整租·益田假日府邸 1室1厅 南', '光明区-公明-益田假日府邸', '46.00', '1', 2300, 2300]
[17994, 18187] ['整租·益田假日府邸 3室2厅 东南/南', '光明区-公明-益田假日府邸', '47.76', '3', 3400, 3400]
[17994, 18250] ['整租·益田假日府邸 3室2厅 东南/南', '光明区-公明-益田假日府邸', '47.76', '3', 3400, 3400]
[17996, 18187] ['整租·益田假日府邸 3室2厅 南', '光明区-公明-益田假日府邸', '79.00', '3', 4200, 4200]
[17997, 18188] ['整租·光明大第 5室2厅 南', '光明区-公明-光明大第', '256.00', '5', 16000, 16000]
[17998, 18249] ['整租·时间谷创意大厦 3室1厅 南/北', '光明区-公明-时间谷创意大厦', '60.00', '3', 3000, 3000]
[17999, 18188] ['整租·天汇时代花园一期 3室2厅 东北', '光明区-公明-天汇时代花园一期', '75.00', '3', 5000, 5000]
[18000, 18248] ['整租·龙光玖龙台 2室1厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 4200, 4200]
[18006, 18188] ['整租·碧桂园星荟 2室1厅 西南', '光明区-公明-碧桂园星荟', '44.42', '2', 3500, 3500]
[18007, 18188] ['整租·时间谷创意大厦 2室1厅 复式 西南', '光明区-公明-时间谷创意大厦', '56.00', '2', 2600, 2600]
[18008, 18188] ['整租·天汇时代花园一期 3室2厅 东', '光明区-公明-天汇时代花园一期', '75.00', '3', 5000, 5000]
[18009, 18188] ['整租·龙光玖龙台 4室2厅 东南', '光明区-公明-龙光玖龙台', '116.00', '4', 8000, 8000]
[18010, 18188] ['整租·龙光玖龙台 2室2厅 东北', '光明区-公明-龙光玖龙台', '72.00', '2', 4600, 4600]
[18011, 18229] ['整租·龙光玖龙台 2室1厅 东南', '光明区-公明-龙光玖龙台', '59.00', '2', 4500, 4500]
[18012, 18216] ['整租·中粮云景广场 3室2厅 东南', '光明区-公明-中粮云景广场', '63.00', '3', 3800, 3800]
[18013, 18176] ['整租·奥园峯荟 3室2厅 复式 东南', '光明区-公明-奥园峯荟', '53.00', '3', 2900, 2900]
[18013, 18217] ['整租·奥园峯荟 3室2厅 复式 东南', '光明区-公明-奥园峯荟', '53.00', '3', 2900, 2900]
[18015, 18214] ['整租·奥园峯荟 2室1厅 东南', '光明区-公明-奥园峯荟', '46.00', '2', 2500, 2500]
[18016, 18110] ['整租·奥园峯荟 2室2厅 南/西南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18016, 18174] ['整租·奥园峯荟 2室2厅 南/西南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18016, 18212] ['整租·奥园峯荟 2室2厅 南/西南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18017, 18110] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '28.00', '1', 2500, 2500]
[18017, 18321] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '28.00', '1', 2500, 2500]
[18018, 18110] ['整租·龙光玖龙台 2室1厅 西南', '光明区-公明-龙光玖龙台', '43.00', '2', 3300, 3300]
[18019, 18110] ['整租·龙光玖龙台 1室2厅 东南', '光明区-公明-龙光玖龙台', '42.00', '1', 4000, 4000]
[18020, 18110] ['整租·龙光玖龙台 2室1厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 3500, 3500]
[18020, 18306] ['整租·龙光玖龙台 2室1厅 东南', '光明区-公明-龙光玖龙台', '42.00', '2', 3500, 3500]
[18021, 18110] ['整租·乐府广场 1室1厅 东南', '光明区-公明-乐府广场', '48.00', '1', 3800, 3800]
[18024, 18110] ['整租·中粮云景广场 4室2厅 东/东南', '光明区-公明-中粮云景广场', '89.00', '4', 5300, 5300]
[18025, 18110] ['整租·龙光玖龙台 2室1厅 南', '光明区-公明-龙光玖龙台', '46.00', '2', 3800, 3800]
[18026, 18206] ['整租·中粮云景广场 2室1厅 南', '光明区-公明-中粮云景广场', '46.00', '2', 3300, 3300]
[18027, 18039] ['整租·电建地产洺悦府 3室2厅 东南', '光明区-公明-电建地产洺悦府', '92.00', '3', 5700, 5700]
[18028, 18039] ['整租·新地中央 1室1厅 西北', '光明区-公明-新地中央', '42.00', '1', 3200, 3200]
[18028, 18112] ['整租·新地中央 1室1厅 西北', '光明区-公明-新地中央', '42.00', '1', 3200, 3200]
[18029, 18113] ['整租·新地中央 3室2厅 东南', '光明区-公明-新地中央', '89.62', '3', 5800, 5800]
[18030, 18040] ['整租·龙光玖龙台 2室1厅 西南', '光明区-公明-龙光玖龙台', '58.00', '2', 4500, 4500]
[18030, 18112] ['整租·龙光玖龙台 2室1厅 西南', '光明区-公明-龙光玖龙台', '58.00', '2', 4500, 4500]
[18031, 18042] ['整租·奥园峯荟 2室2厅 东南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18031, 18111] ['整租·奥园峯荟 2室2厅 东南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18031, 18121] ['整租·奥园峯荟 2室2厅 东南', '光明区-公明-奥园峯荟', '53.00', '2', 3000, 3000]
[18032, 18043] ['整租·新地中央 2室1厅 东南', '光明区-公明-新地中央', '74.00', '2', 4500, 4500]
[18032, 18110] ['整租·新地中央 2室1厅 东南', '光明区-公明-新地中央', '74.00', '2', 4500, 4500]
[18033, 18043] ['整租·宏发上域 1室1厅 东', '光明区-公明-宏发上域', '35.00', '1', 2600, 2600]
[18034, 18199] ['整租·奥园峯荟 1室1厅 南', '光明区-公明-奥园峯荟', '43.00', '1', 2200, 2200]
[18036, 18047] ['整租·宏发上域 3室3厅 复式 南', '光明区-公明-宏发上域', '84.84', '3', 6000, 6000]
[18037, 18047] ['整租·乐府广场 1室1厅 西北', '光明区-公明-乐府广场', '48.00', '1', 3500, 3500]
[18038, 18105] ['整租·龙光玖龙台 3室2厅 东南', '光明区-公明-龙光玖龙台', '98.00', '3', 6300, 6300]
[18039, 18105] ['整租·龙光玖龙台 3室2厅 东北', '光明区-公明-龙光玖龙台', '98.00', '3', 6000, 6000]
[18039, 18154] ['整租·龙光玖龙台 3室2厅 东北', '光明区-公明-龙光玖龙台', '98.00', '3', 6000, 6000]
[18059, 18165] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '72.00', '2', 4800, 4800]
[18064, 18165] ['整租·红星创智广场 1室1厅 南', '光明区-公明-红星创智广场', '28.00', '1', 2400, 2400]
[18065, 18245] ['整租·奥园峯荟 1室0厅 北', '光明区-公明-奥园峯荟', '33.00', '1', 2000, 2000]
[18069, 18172] ['整租·龙光玖龙台 3室2厅 西南', '光明区-公明-龙光玖龙台', '58.00', '3', 4500, 4500]
[18072, 18108] ['整租·深房传麒山东区 8室2厅 复式 南/北', '光明区-公明-深房传麒山东区', '258.46', '8', 35000, 35000]
[18073, 18177] ['整租·光明大第 5室2厅 东南', '光明区-公明-光明大第', '163.43', '5', 12000, 12000]
[18080, 18136] ['整租·龙光玖龙台 2室2厅 东南', '光明区-公明-龙光玖龙台', '58.00', '2', 4500, 4500]
[18081, 18136] ['整租·红星创智广场 1室1厅 复式 东南', '光明区-公明-红星创智广场', '27.74', '1', 2300, 2300]
[18082, 18094] ['整租·宏发上域 1室0厅 东南', '光明区-公明-宏发上域', '35.00', '1', 2500, 2500]
[18083, 18094] ['整租·龙光玖龙台 2室1厅 东/东南', '光明区-公明-龙光玖龙台', '45.00', '2', 3800, 3800]
[18083, 18135] ['整租·龙光玖龙台 2室1厅 东/东南', '光明区-公明-龙光玖龙台', '45.00', '2', 3800, 3800]
[18084, 18094] ['整租·中粮云景国际 3室2厅 南/北', '光明区-公明-中粮云景国际', '89.00', '3', 4600, 4600]
[18084, 18134] ['整租·中粮云景国际 3室2厅 南/北', '光明区-公明-中粮云景国际', '89.00', '3', 4600, 4600]
[18085, 18134] ['整租·红星创智广场 1室1厅 东南', '光明区-公明-红星创智广场', '27.00', '1', 2100, 2100]
[18086, 18135] ['整租·乐府花园 3室1厅 南/北', '光明区-公明-乐府花园', '88.00', '3', 4600, 4600]
