[2, 1627] ['整租·时代领峯 3室2厅 南/北', '包河-淝河镇-时代领峯', '96.26', '3', 2700, 2700]
[15312, 15321] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 15338] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 15683] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 15900] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 15948] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 16039] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 16106] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15312, 16334] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1500, 1500]
[15315, 15734] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '89.00', '3', 1500, 1500]
[15315, 16408] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '89.00', '3', 1500, 1500]
[15317, 16199] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '121.00', '3', 1400, 1400]
[15324, 15980] ['整租·双凤里 4室3厅 跃层 南/北', '长丰-北城-双凤里', '120.00', '4', 800, 800]
[15327, 15971] ['整租·物华苑二期 2室2厅 南/西', '长丰-北城-物华苑二期', '86.00', '2', 500, 500]
[15328, 15971] ['整租·融科梧桐里 3室2厅 南/北', '长丰-北城-融科梧桐里', '108.00', '3', 700, 700]
[15329, 15971] ['整租·双凤里 2室1厅 南', '长丰-北城-双凤里', '85.00', '2', 1100, 1100]
[15330, 15974] ['整租·中梁华地辰阳府 2室1厅 南/北', '长丰-长丰-中梁华地辰阳府', '100.00', '2', 1200, 1200]
[15331, 15974] ['整租·中梁华地辰阳府 3室1厅 南/北', '长丰-长丰-中梁华地辰阳府', '95.00', '3', 1000, 1000]
[15345, 16263] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '90.00', '2', 700, 700]
[15346, 15626] ['整租·金明花园一期 2室1厅 南/北', '长丰-北城-金明花园一期', '90.00', '2', 1000, 1000]
[15346, 15853] ['整租·金明花园一期 2室1厅 南/北', '长丰-北城-金明花园一期', '90.00', '2', 1000, 1000]
[15349, 16198] ['整租·帝徽苑 2室1厅 南/北', '长丰-北城-帝徽苑', '64.00', '2', 800, 800]
[15351, 15966] ['整租·文一名门北郡 3室2厅 南', '长丰-北城-文一名门北郡', '94.82', '3', 600, 600]
[15352, 15966] ['整租·中梁华地辰阳府 2室2厅 南/北', '长丰-长丰-中梁华地辰阳府', '89.00', '2', 600, 600]
[15358, 16152] ['整租·荣徽苑 3室2厅 南', '长丰-北城-荣徽苑', '105.00', '3', 1300, 1300]
[15359, 16154] ['整租·中梁力高云湖印 2室2厅 南/北', '长丰-北城-中梁力高云湖印', '88.00', '2', 600, 600]
[15360, 16157] ['整租·宝湾国际 6室3厅 西南', '长丰-北城-宝湾国际', '135.55', '6', 1500, 1500]
[15361, 16163] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '135.00', '4', 1200, 1200]
[15362, 16164] ['整租·恒大帝景 3室2厅 南/北', '长丰-北城-恒大帝景', '117.00', '3', 1500, 1500]
[15363, 16166] ['整租·中梁华地辰阳府 3室1厅 南', '长丰-长丰-中梁华地辰阳府', '96.00', '3', 1000, 1000]
[15365, 16088] ['整租·文一锦门北韵 3室2厅 南', '长丰-北城-文一锦门北韵', '93.26', '3', 600, 600]
[15366, 16090] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '89.00', '3', 1650, 1650]
[15367, 16092] ['整租·北城中环城 3室2厅 南', '长丰-北城-北城中环城', '99.13', '3', 1500, 1500]
[15368, 15487] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '75.00', '2', 850, 850]
[15368, 16093] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '75.00', '2', 850, 850]
[15369, 15490] ['整租·中梁华地辰阳府 3室2厅 南/北', '长丰-长丰-中梁华地辰阳府', '90.00', '3', 1600, 1600]
[15369, 16058] ['整租·中梁华地辰阳府 3室2厅 南/北', '长丰-长丰-中梁华地辰阳府', '90.00', '3', 1600, 1600]
[15369, 16094] ['整租·中梁华地辰阳府 3室2厅 南/北', '长丰-长丰-中梁华地辰阳府', '90.00', '3', 1600, 1600]
[15370, 15494] ['整租·金地自在城 3室1厅 南', '长丰-北城-金地自在城', '89.01', '3', 1200, 1200]
[15370, 16061] ['整租·金地自在城 3室1厅 南', '长丰-北城-金地自在城', '89.01', '3', 1200, 1200]
[15370, 16096] ['整租·金地自在城 3室1厅 南', '长丰-北城-金地自在城', '89.01', '3', 1200, 1200]
[15371, 15495] ['整租·中梁华地辰阳府 2室1厅 东南', '长丰-长丰-中梁华地辰阳府', '89.00', '2', 1000, 1000]
[15371, 16061] ['整租·中梁华地辰阳府 2室1厅 东南', '长丰-长丰-中梁华地辰阳府', '89.00', '2', 1000, 1000]
[15371, 16095] ['整租·中梁华地辰阳府 2室1厅 东南', '长丰-长丰-中梁华地辰阳府', '89.00', '2', 1000, 1000]
[15371, 16183] ['整租·中梁华地辰阳府 2室1厅 东南', '长丰-长丰-中梁华地辰阳府', '89.00', '2', 1000, 1000]
[15372, 15496] ['整租·中梁华地辰阳府 3室1厅 南', '长丰-长丰-中梁华地辰阳府', '94.09', '3', 1500, 1500]
[15372, 16061] ['整租·中梁华地辰阳府 3室1厅 南', '长丰-长丰-中梁华地辰阳府', '94.09', '3', 1500, 1500]
[15372, 16094] ['整租·中梁华地辰阳府 3室1厅 南', '长丰-长丰-中梁华地辰阳府', '94.09', '3', 1500, 1500]
[15372, 16205] ['整租·中梁华地辰阳府 3室1厅 南', '长丰-长丰-中梁华地辰阳府', '94.09', '3', 1500, 1500]
[15373, 15503] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '90.00', '2', 1200, 1200]
[15373, 16067] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '90.00', '2', 1200, 1200]
[15373, 16210] ['整租·圣联科瑞北郡 2室2厅 南', '长丰-北城-圣联科瑞北郡', '90.00', '2', 1200, 1200]
[15374, 15504] ['整租·文一名门北郡 3室2厅 南', '长丰-北城-文一名门北郡', '93.00', '3', 600, 600]
[15374, 16067] ['整租·文一名门北郡 3室2厅 南', '长丰-北城-文一名门北郡', '93.00', '3', 600, 600]
[15374, 16209] ['整租·文一名门北郡 3室2厅 南', '长丰-北城-文一名门北郡', '93.00', '3', 600, 600]
[15375, 15636] ['整租·力高共和城 3室2厅 南', '长丰-北城-力高共和城', '103.00', '3', 1100, 1100]
[15375, 16109] ['整租·力高共和城 3室2厅 南', '长丰-北城-力高共和城', '103.00', '3', 1100, 1100]
[15376, 15636] ['整租·华地森林语 3室2厅 南/北', '长丰-北城-华地森林语', '98.00', '3', 1100, 1100]
[15376, 16108] ['整租·华地森林语 3室2厅 南/北', '长丰-北城-华地森林语', '98.00', '3', 1100, 1100]
[15377, 15636] ['整租·中梁华地辰阳府 3室2厅 南', '长丰-长丰-中梁华地辰阳府', '95.00', '3', 800, 800]
[15377, 16107] ['整租·中梁华地辰阳府 3室2厅 南', '长丰-长丰-中梁华地辰阳府', '95.00', '3', 800, 800]
[15378, 15636] ['整租·金地雅苑 3室2厅 南', '长丰-北城-金地雅苑', '99.28', '3', 1100, 1100]
[15378, 16106] ['整租·金地雅苑 3室2厅 南', '长丰-北城-金地雅苑', '99.28', '3', 1100, 1100]
[15379, 15636] ['整租·融侨天越 3室2厅 南', '长丰-北城-融侨天越', '101.00', '3', 1300, 1300]
[15379, 16105] ['整租·融侨天越 3室2厅 南', '长丰-北城-融侨天越', '101.00', '3', 1300, 1300]
[15380, 15433] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '134.00', '4', 2000, 2000]
[15380, 15635] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '134.00', '4', 2000, 2000]
[15380, 15965] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '134.00', '4', 2000, 2000]
[15380, 16102] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '134.00', '4', 2000, 2000]
[15381, 15635] ['整租·融科梧桐里 3室1厅 南/北', '长丰-北城-融科梧桐里', '88.00', '3', 1400, 1400]
[15381, 16101] ['整租·融科梧桐里 3室1厅 南/北', '长丰-北城-融科梧桐里', '88.00', '3', 1400, 1400]
[15382, 15635] ['整租·华地森林语 3室2厅 南', '长丰-北城-华地森林语', '102.00', '3', 1200, 1200]
[15382, 15948] ['整租·华地森林语 3室2厅 南', '长丰-北城-华地森林语', '102.00', '3', 1200, 1200]
[15382, 16099] ['整租·华地森林语 3室2厅 南', '长丰-北城-华地森林语', '102.00', '3', 1200, 1200]
[15383, 15635] ['整租·世纪金源商务中心 2室1厅 东南', '长丰-北城-世纪金源商务中心', '93.00', '2', 1400, 1400]
[15383, 16098] ['整租·世纪金源商务中心 2室1厅 东南', '长丰-北城-世纪金源商务中心', '93.00', '2', 1400, 1400]
[15384, 15635] ['整租·恒大帝景 2室1厅 南', '长丰-北城-恒大帝景', '86.00', '2', 1300, 1300]
[15384, 16097] ['整租·恒大帝景 2室1厅 南', '长丰-北城-恒大帝景', '86.00', '2', 1300, 1300]
[15385, 15635] ['整租·金大地翡翠公馆 2室1厅 南', '长丰-北城-金大地翡翠公馆', '40.00', '2', 1100, 1100]
[15385, 16096] ['整租·金大地翡翠公馆 2室1厅 南', '长丰-北城-金大地翡翠公馆', '40.00', '2', 1100, 1100]
[15386, 15635] ['整租·泽徽苑 3室2厅 南', '长丰-北城-泽徽苑', '130.00', '3', 1300, 1300]
[15386, 16095] ['整租·泽徽苑 3室2厅 南', '长丰-北城-泽徽苑', '130.00', '3', 1300, 1300]
[15387, 15635] ['整租·京城国际 3室2厅 南', '长丰-北城-京城国际', '88.04', '3', 1300, 1300]
[15387, 16094] ['整租·京城国际 3室2厅 南', '长丰-北城-京城国际', '88.04', '3', 1300, 1300]
[15388, 16094] ['整租·鑫徽苑 3室2厅 南', '长丰-北城-鑫徽苑', '94.41', '3', 1000, 1000]
[15389, 16094] ['整租·润地星城 3室2厅 南', '长丰-北城-润地星城', '93.25', '3', 1500, 1500]
[15403, 15549] ['整租·中奥花园 2室1厅 东南', '长丰-北城-中奥花园', '81.00', '2', 1200, 1200]
[15403, 16249] ['整租·中奥花园 2室1厅 东南', '长丰-北城-中奥花园', '81.00', '2', 1200, 1200]
[15404, 15549] ['整租·都荟上城 3室2厅 南', '长丰-北城-都荟上城', '98.00', '3', 1700, 1700]
[15405, 15549] ['整租·中梁世茂十里晴川 3室1厅 南', '长丰-长丰-中梁世茂十里晴川', '100.20', '3', 800, 800]
[15406, 15549] ['整租·文一名门北郡 3室2厅 南/北', '长丰-北城-文一名门北郡', '90.00', '3', 1600, 1600]
[15407, 15549] ['整租·北辰天都 4室2厅 南/北', '长丰-北城-北辰天都', '170.00', '4', 1700, 1700]
[15408, 15549] ['整租·都荟上城 3室2厅 南', '长丰-北城-都荟上城', '95.00', '3', 1000, 1000]
[15409, 15549] ['整租·锦华雅居 3室2厅 东南', '长丰-北城-锦华雅居', '98.00', '3', 1300, 1300]
[15410, 15549] ['整租·祥源玖悦湾 3室2厅 南', '长丰-长丰-祥源玖悦湾', '108.16', '3', 900, 900]
[15411, 15549] ['整租·鸿路北城明珠 2室2厅 西南', '长丰-北城-鸿路北城明珠', '94.00', '2', 1500, 1500]
[15412, 15549] ['整租·祥和中央广场 3室1厅 南', '长丰-北城-祥和中央广场', '103.43', '3', 1000, 1000]
[15413, 15549] ['整租·中梁华地辰阳府 3室2厅 南', '长丰-长丰-中梁华地辰阳府', '100.54', '3', 700, 700]
[15414, 15549] ['整租·恒泰米兰堡 3室1厅 南', '长丰-北城-恒泰米兰堡', '85.40', '3', 1400, 1400]
[15415, 15549] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '118.00', '3', 1600, 1600]
[15415, 16210] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '118.00', '3', 1600, 1600]
[15416, 15549] ['整租·金地丽景 5室2厅 南', '长丰-北城-金地丽景', '200.00', '5', 1200, 1200]
[15417, 15549] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '138.00', '3', 1800, 1800]
[15418, 15549] ['整租·雅徽苑 2室1厅 南/北', '长丰-北城-雅徽苑', '80.00', '2', 754, 754]
[15419, 15549] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '121.00', '3', 1600, 1600]
[15420, 15549] ['整租·北城中环城 3室2厅 南', '长丰-北城-北城中环城', '87.93', '3', 1350, 1350]
[15421, 15549] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '131.00', '3', 1600, 1600]
[15422, 15549] ['整租·绿城雅苑 4室2厅 南/北', '长丰-北城-绿城雅苑', '186.00', '4', 1400, 1400]
[15423, 15549] ['整租·恒大帝景 2室2厅 南', '长丰-北城-恒大帝景', '85.00', '2', 1300, 1300]
[15423, 16175] ['整租·恒大帝景 2室2厅 南', '长丰-北城-恒大帝景', '85.00', '2', 1300, 1300]
[15424, 15549] ['整租·冠徽苑 3室2厅 南', '长丰-北城-冠徽苑', '96.30', '3', 1000, 1000]
[15424, 16174] ['整租·冠徽苑 3室2厅 南', '长丰-北城-冠徽苑', '96.30', '3', 1000, 1000]
[15425, 15549] ['整租·华地森林语 3室2厅 南', '长丰-北城-华地森林语', '93.00', '3', 1200, 1200]
[15425, 16173] ['整租·华地森林语 3室2厅 南', '长丰-北城-华地森林语', '93.00', '3', 1200, 1200]
[15426, 15549] ['整租·恒泰但丁堡阿奎利亚 3室2厅 南', '长丰-北城-恒泰但丁堡阿奎利亚', '78.00', '3', 1500, 1500]
[15426, 16172] ['整租·恒泰但丁堡阿奎利亚 3室2厅 南', '长丰-北城-恒泰但丁堡阿奎利亚', '78.00', '3', 1500, 1500]
[15427, 15549] ['整租·北城正荣府悦辰风苑 3室2厅 南', '长丰-北城-北城正荣府悦辰风苑', '83.92', '3', 1200, 1200]
[15427, 16171] ['整租·北城正荣府悦辰风苑 3室2厅 南', '长丰-北城-北城正荣府悦辰风苑', '83.92', '3', 1200, 1200]
[15428, 15549] ['整租·祥源玖悦湾 3室2厅 南', '长丰-长丰-祥源玖悦湾', '108.00', '3', 1500, 1500]
[15428, 16170] ['整租·祥源玖悦湾 3室2厅 南', '长丰-长丰-祥源玖悦湾', '108.00', '3', 1500, 1500]
[15429, 15927] ['整租·金科半岛壹号 6室3厅 复式 南', '长丰-北城-金科半岛壹号', '420.00', '6', 3000, 3000]
[15430, 15927] ['整租·雅徽苑 3室2厅 南', '长丰-北城-雅徽苑', '99.00', '3', 600, 600]
[15431, 15927] ['整租·融侨天越 3室1厅 南/北', '长丰-北城-融侨天越', '88.50', '3', 1300, 1300]
[15432, 15927] ['整租·恒泰风格城市 2室1厅 北', '长丰-北城-恒泰风格城市', '50.00', '2', 1000, 1000]
[15433, 15927] ['整租·力高共和城东区 3室2厅 东南', '长丰-北城-力高共和城东区', '100.00', '3', 1200, 1200]
[15434, 15927] ['整租·文一名门北郡 4室2厅 南', '长丰-北城-文一名门北郡', '99.00', '4', 1400, 1400]
[15435, 15927] ['整租·恒泰米兰堡 3室2厅 南', '长丰-北城-恒泰米兰堡', '100.00', '3', 1400, 1400]
[15436, 15927] ['整租·都荟上城 3室2厅 南', '长丰-北城-都荟上城', '95.00', '3', 1500, 1500]
[15437, 15927] ['整租·恒泰城品阿奎利亚 3室2厅 南', '长丰-北城-恒泰城品阿奎利亚', '98.68', '3', 1500, 1500]
[15438, 15927] ['整租·恒泰阿奎利亚北区 2室2厅 东南', '长丰-北城-恒泰阿奎利亚北区', '82.00', '2', 1400, 1400]
[15439, 15927] ['整租·宝湾国际 5室0厅 南/北', '长丰-北城-宝湾国际', '280.00', '5', 7560, 7560]
[15440, 15927] ['整租·泽徽苑 3室2厅 南', '长丰-北城-泽徽苑', '126.00', '3', 1200, 1200]
[15441, 15927] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '130.00', '4', 1700, 1700]
[15442, 15927] ['整租·恒大帝景 3室2厅 南/北', '长丰-北城-恒大帝景', '114.00', '3', 1500, 1500]
[15443, 15927] ['整租·北城中环城 3室2厅 南', '长丰-北城-北城中环城', '99.00', '3', 1350, 1350]
[15444, 15927] ['整租·都荟上城 3室2厅 南', '长丰-北城-都荟上城', '96.00', '3', 1300, 1300]
[15445, 15927] ['整租·荣徽苑 3室2厅 南', '长丰-北城-荣徽苑', '109.00', '3', 1500, 1500]
[15446, 15927] ['整租·求实小区 3室2厅 南/北', '长丰-北城-求实小区', '101.00', '3', 1300, 1300]
[15447, 15927] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '90.00', '3', 1300, 1300]
[15448, 15927] ['整租·中梁华地辰阳府 3室2厅 西南', '长丰-长丰-中梁华地辰阳府', '95.00', '3', 600, 600]
[15449, 15927] ['整租·恒泰风格城市 3室2厅 南', '长丰-北城-恒泰风格城市', '74.00', '3', 1200, 1200]
[15450, 15927] ['整租·金地自在城 3室1厅 南', '长丰-北城-金地自在城', '92.00', '3', 1500, 1500]
[15451, 15927] ['整租·奥青城 2室1厅 南', '长丰-北城-奥青城', '81.00', '2', 700, 700]
[15452, 15927] ['整租·北城正荣府 3室2厅 南', '长丰-北城-北城正荣府', '93.67', '3', 1300, 1300]
[15453, 15927] ['整租·金大地禧悦公馆 1室3厅 东', '长丰-北城-金大地禧悦公馆', '98.00', '1', 1300, 1300]
[15454, 15927] ['整租·金地自在城 3室1厅 南', '长丰-北城-金地自在城', '93.80', '3', 1200, 1200]
[15455, 15927] ['整租·光明北部湾 3室2厅 南', '长丰-北城-光明北部湾', '87.00', '3', 1280, 1280]
[15456, 15927] ['整租·金大地翡翠公馆 3室2厅 南', '长丰-北城-金大地翡翠公馆', '56.80', '3', 1700, 1700]
[15464, 15806] ['整租·万科苏高新中央公园 4室2厅 南', '长丰-北城-万科苏高新中央公园', '137.00', '4', 2000, 2000]
[15465, 15806] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '138.60', '3', 2000, 2000]
[15466, 15806] ['整租·阿奎利亚上学苑 2室2厅 南', '长丰-北城-阿奎利亚上学苑', '72.00', '2', 1100, 1100]
[15467, 15806] ['整租·恒泰城品湖畔 4室2厅 南', '长丰-北城-恒泰城品湖畔', '126.50', '4', 1300, 1300]
[15468, 15806] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '130.00', '3', 2000, 2000]
[15469, 15806] ['整租·恒泰城品阿奎利亚 3室2厅 南', '长丰-北城-恒泰城品阿奎利亚', '116.00', '3', 1350, 1350]
[15470, 15806] ['整租·万科苏高新中央公园 4室2厅 南/北', '长丰-北城-万科苏高新中央公园', '136.38', '4', 1600, 1600]
[15471, 15806] ['整租·恒泰米兰堡 1室1厅 西', '长丰-北城-恒泰米兰堡', '42.83', '1', 1000, 1000]
[15472, 15806] ['整租·世茂云锦 3室2厅 南', '长丰-北城-世茂云锦', '92.00', '3', 1500, 1500]
[15473, 15806] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '138.50', '3', 1600, 1600]
[15474, 15806] ['整租·世纪金源商务中心 1室0厅 南', '长丰-北城-世纪金源商务中心', '50.93', '1', 800, 800]
[15475, 15806] ['整租·金大地翡翠公馆 1室1厅 东', '长丰-北城-金大地翡翠公馆', '40.00', '1', 1260, 1260]
[15476, 15806] ['整租·中梁华地辰阳府 3室1厅 南/北', '长丰-长丰-中梁华地辰阳府', '100.00', '3', 900, 900]
[15477, 15806] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '100.00', '3', 1500, 1500]
[15478, 15806] ['整租·保利时代 3室1厅 南', '长丰-北城-保利时代', '96.43', '3', 1600, 1600]
[15479, 15806] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '103.00', '3', 1200, 1200]
[15480, 15806] ['整租·金地自在城 4室2厅 南', '长丰-北城-金地自在城', '120.00', '4', 2000, 2000]
[15481, 15806] ['整租·力高共和城东区 2室2厅 南', '长丰-北城-力高共和城东区', '89.86', '2', 1300, 1300]
[15482, 15806] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '131.18', '3', 1100, 1100]
[15483, 15806] ['整租·绿洲凤栖苑 3室2厅 南', '长丰-北城-绿洲凤栖苑', '90.00', '3', 1650, 1650]
[15484, 15806] ['整租·金地雅苑 1室1厅 南', '长丰-北城-金地雅苑', '50.00', '1', 900, 900]
[15485, 15989] ['整租·物华苑二期 2室1厅 南', '长丰-北城-物华苑二期', '80.00', '2', 1000, 1000]
[15486, 15959] ['整租·恒泰城品阿奎利亚 3室2厅 南', '长丰-北城-恒泰城品阿奎利亚', '123.00', '3', 1500, 1500]
[15486, 15988] ['整租·恒泰城品阿奎利亚 3室2厅 南', '长丰-北城-恒泰城品阿奎利亚', '123.00', '3', 1500, 1500]
[15487, 15959] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '123.00', '3', 1500, 1500]
[15487, 15987] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '123.00', '3', 1500, 1500]
[15488, 15959] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '125.00', '3', 1500, 1500]
[15488, 15986] ['整租·恒大帝景 3室2厅 南', '长丰-北城-恒大帝景', '125.00', '3', 1500, 1500]
[15489, 15959] ['整租·北城正荣府 3室1厅 南', '长丰-北城-北城正荣府', '96.00', '3', 1000, 1000]
[15489, 15985] ['整租·北城正荣府 3室1厅 南', '长丰-北城-北城正荣府', '96.00', '3', 1000, 1000]
[15490, 15959] ['整租·恒泰城品湖畔 2室2厅 南/北', '长丰-北城-恒泰城品湖畔', '111.00', '2', 1500, 1500]
[15490, 15984] ['整租·恒泰城品湖畔 2室2厅 南/北', '长丰-北城-恒泰城品湖畔', '111.00', '2', 1500, 1500]
[15491, 15959] ['整租·北城中环城 3室2厅 南', '长丰-北城-北城中环城', '108.00', '3', 1200, 1200]
[15491, 15983] ['整租·北城中环城 3室2厅 南', '长丰-北城-北城中环城', '108.00', '3', 1200, 1200]
[15492, 15959] ['整租·文一锦门北韵 3室2厅 东南', '长丰-北城-文一锦门北韵', '88.00', '3', 1400, 1400]
[15492, 15982] ['整租·文一锦门北韵 3室2厅 东南', '长丰-北城-文一锦门北韵', '88.00', '3', 1400, 1400]
[15492, 16053] ['整租·文一锦门北韵 3室2厅 东南', '长丰-北城-文一锦门北韵', '88.00', '3', 1400, 1400]
[15493, 15959] ['整租·万科公园大道 3室2厅 西南', '长丰-北城-万科公园大道', '105.97', '3', 1600, 1600]
[15493, 15981] ['整租·万科公园大道 3室2厅 西南', '长丰-北城-万科公园大道', '105.97', '3', 1600, 1600]
[15494, 15959] ['整租·锦徽苑 1室1厅 南', '长丰-北城-锦徽苑', '45.00', '1', 900, 900]
[15494, 15980] ['整租·锦徽苑 1室1厅 南', '长丰-北城-锦徽苑', '45.00', '1', 900, 900]
[15494, 16074] ['整租·锦徽苑 1室1厅 南', '长丰-北城-锦徽苑', '45.00', '1', 900, 900]
[15495, 15959] ['整租·瑞徽苑 3室2厅 南', '长丰-北城-瑞徽苑', '94.00', '3', 1000, 1000]
[15495, 15979] ['整租·瑞徽苑 3室2厅 南', '长丰-北城-瑞徽苑', '94.00', '3', 1000, 1000]
[15495, 16072] ['整租·瑞徽苑 3室2厅 南', '长丰-北城-瑞徽苑', '94.00', '3', 1000, 1000]
[15496, 15959] ['整租·京冠御园华府 2室0厅 北', '长丰-北城-京冠御园华府', '91.00', '2', 3500, 3500]
[15496, 15978] ['整租·京冠御园华府 2室0厅 北', '长丰-北城-京冠御园华府', '91.00', '2', 3500, 3500]
[15496, 16070] ['整租·京冠御园华府 2室0厅 北', '长丰-北城-京冠御园华府', '91.00', '2', 3500, 3500]
[15497, 15959] ['整租·中奥花园 1室1厅 北', '长丰-北城-中奥花园', '40.00', '1', 800, 800]
[15497, 15977] ['整租·中奥花园 1室1厅 北', '长丰-北城-中奥花园', '40.00', '1', 800, 800]
[15497, 16068] ['整租·中奥花园 1室1厅 北', '长丰-北城-中奥花园', '40.00', '1', 800, 800]
[15498, 15959] ['整租·恒泰阿奎利亚北区 2室2厅 南', '长丰-北城-恒泰阿奎利亚北区', '75.00', '2', 1300, 1300]
[15498, 15976] ['整租·恒泰阿奎利亚北区 2室2厅 南', '长丰-北城-恒泰阿奎利亚北区', '75.00', '2', 1300, 1300]
[15498, 16066] ['整租·恒泰阿奎利亚北区 2室2厅 南', '长丰-北城-恒泰阿奎利亚北区', '75.00', '2', 1300, 1300]
[15499, 15959] ['整租·恒大帝景 3室2厅 东南', '长丰-北城-恒大帝景', '104.00', '3', 1500, 1500]
[15499, 15975] ['整租·恒大帝景 3室2厅 东南', '长丰-北城-恒大帝景', '104.00', '3', 1500, 1500]
[15499, 16064] ['整租·恒大帝景 3室2厅 东南', '长丰-北城-恒大帝景', '104.00', '3', 1500, 1500]
[15500, 15959] ['整租·金地自在城 3室2厅 东南', '长丰-北城-金地自在城', '93.00', '3', 1200, 1200]
[15500, 16063] ['整租·金地自在城 3室2厅 东南', '长丰-北城-金地自在城', '93.00', '3', 1200, 1200]
[15501, 15959] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '98.00', '3', 1700, 1700]
[15501, 16062] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '98.00', '3', 1700, 1700]
[15502, 15959] ['整租·雅徽苑 3室2厅 南', '长丰-北城-雅徽苑', '99.00', '3', 800, 800]
[15502, 16061] ['整租·雅徽苑 3室2厅 南', '长丰-北城-雅徽苑', '99.00', '3', 800, 800]
[15503, 15959] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '99.00', '3', 1500, 1500]
[15503, 16060] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '99.00', '3', 1500, 1500]
[15503, 16178] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '99.00', '3', 1500, 1500]
[15504, 15959] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '100.83', '3', 1500, 1500]
[15504, 16059] ['整租·万科苏高新中央公园 3室2厅 南', '长丰-北城-万科苏高新中央公园', '100.83', '3', 1500, 1500]
[15505, 15959] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1600, 1600]
[15505, 15983] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1600, 1600]
[15505, 15988] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1600, 1600]
[15505, 16056] ['整租·万科公园大道 3室2厅 南', '长丰-北城-万科公园大道', '89.00', '3', 1600, 1600]
[15506, 15959] ['整租·融科梧桐里 3室2厅 南', '长丰-北城-融科梧桐里', '88.43', '3', 1400, 1400]
